F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,loudness_sma3_amean,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_meanFallingSlope,spectralFlux_sma3_amean,mfcc1_sma3_amean,mfcc2_sma3_amean,mfcc3_sma3_amean,mfcc4_sma3_amean,jitterLocal_sma3nz_amean,HNRdBACF_sma3nz_amean,F1frequency_sma3nz_amean,alphaRatioV_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV500-1500_sma3nz_amean,spectralFluxV_sma3nz_amean,mfcc1V_sma3nz_amean,mfcc2V_sma3nz_amean,mfcc3V_sma3nz_amean,mfcc4V_sma3nz_amean,alphaRatioUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,equivalentSoundLevel_dBp,file,emotion,intensity,gender
0.0129844411640358,0.0144541590962874,0.0125188172034792,0.0127384904669756,0.0133347067559659,0.0161269778331769,0.0087135410933653,0.0056011655263975,0.0049870641150662,0.0024106492992353,0.0015859440089002,0.0049124559690645,0.0049327661125322,0.005956113184966,0.0078592268771201,0.0021522084565755,0.0166395300290517,0.0165682386861761,0.0194464703341718,0.0144422123506301,0.0176401331107605,0.0068308973958663,0.0150271228506443,-0.018656811541674,0.0136327555121659,-0.0129368813668228,0.002724511828201,0.0223933808618773,0.0070216608696111,0.0283301859277361,0.0058264179072367,-0.0052485645567622,0.016688972142079,0.022109513028766,0.0025819827712879,0.0172333471961618,0.0133038657708353,0.0171774508655613,0.0203269094753911,-0.0219475517970612,03-01-01-01-01-01-01.wav,1,0,0
0.0134682054529798,0.0143694527732889,0.013400332274576,0.0133226274528083,0.0136293538080279,0.0133859029545972,0.004730288809322,0.0017313934585186,0.0051573730181914,0.0034653229350823,0.0021328033487421,0.0049220549058746,0.0049187136613343,0.0057272955718407,0.0075395974071322,0.0021847822561556,0.0169401917287759,0.0145106482831063,0.0259930348786481,0.0142223382588066,0.0107343841621839,0.0099106957128415,0.015902356179943,-0.0196460053802202,0.0141307028609625,-0.0124978089371303,0.0027442856694298,0.0208569828371324,0.0105790165245314,0.0319596085064136,0.002996287647054,-0.0052527172843259,0.0144916977708413,0.0251073175111508,0.0024561664037006,0.0195172856372334,0.0175757492438041,0.0131381981770344,0.0201386975168163,-0.0216740921850518,03-01-01-01-01-02-01.wav,1,0,0
0.0129430859461896,0.0143603377745719,0.0129237490365487,0.0126431170772803,0.0133308974414535,0.0140305714496099,0.0174503926249106,0.0023317500495011,0.0058552717063907,0.0033037138957773,0.0013590644610639,0.0056050726083112,0.0056157644187381,0.0072616475989824,0.0069367185389199,0.002648049548728,0.0180216928652709,0.0165087763466532,0.022247725537602,0.0111604673334495,0.0211527071360069,0.0083044359225961,0.013679484776816,-0.0196617589233333,0.0138965887619924,-0.0162838836428854,0.0030685345714606,0.0230909844154182,0.009138748283689,0.0259037007336722,-0.000789179783025,-0.0036779155663056,0.0158448753268666,0.0276460194353865,0.003493516349813,0.0174454509469461,0.009065095389866,0.0278070618432727,0.0254713741637638,-0.0209907697375693,03-01-01-01-02-01-01.wav,1,0,0
0.0129870510633875,0.0133262325379103,0.0129757356446613,0.013043049118764,0.0131591235407016,0.0127308617169609,0.013266395583189,0.0055907581622262,0.005679062373486,0.004968366963932,0.0017209404865113,0.0055901904186939,0.0055630954292832,0.0054280393928674,0.0068457041308381,0.002467915983453,0.0200834380032742,0.014941286352678,0.0202614350209512,0.0119160592867764,0.0157017260821997,0.0086436910990087,0.0141749054156896,-0.0202571248809944,0.0122435181371907,-0.0135627240569767,0.0029151242509644,0.0222880762801724,0.0115858193411078,0.0279280487837238,0.0024764106897407,-0.0049674865471239,0.0163300080691497,0.0239794572239386,0.0037623714517953,0.0179992747252265,0.0140405624845129,0.0170073757396447,0.0188212138067924,-0.0211479764435421,03-01-01-01-02-02-01.wav,1,0,0
0.0133238495416344,0.0163586624558718,0.0129615326175,0.0131491311174125,0.0138449512491769,0.016929992991986,0.0179279268750222,0.0058847421207621,0.0039731949812436,0.0032068782356673,0.0019022080563272,0.0037585807850835,0.0037433782031679,0.0055635125848334,0.0035378737240591,0.0014621487257995,0.0190955480517575,0.0190013672813895,0.0207110478814916,0.014658270289933,0.0191897425932906,0.011491666984849,0.0139865857938371,-0.0222506059469051,0.013495992728028,-0.0159144907718911,0.0018555977469797,0.0242364716077796,0.0126355376624452,0.0276576300400619,0.0059555699366496,-0.0079392052920082,0.0178524609060291,0.0210145425261067,0.0035857885753553,0.023010434639054,0.0207034218767009,0.0092860275187847,0.0153706567455932,-0.0231489721227054,03-01-02-01-01-01-01.wav,2,0,0
0.0126925590842521,0.0150664488229666,0.0125087747369918,0.0123386397283974,0.0126378199289358,0.0119854584759465,0.0113861051099239,0.0048654789966654,0.0040410674804896,0.0020989279370603,0.0037296536563566,0.0036925269137167,0.003701319205556,0.0037711905131114,0.0039326462213322,0.0014794226970152,0.0220144683422315,0.0164803989774617,0.0189936850402501,0.0169123972594314,0.0143936124026565,0.0105817199287277,0.0124208506328739,-0.0241579414617518,0.0116213397935992,-0.0144158354007763,0.0016249568743188,0.0249113276718914,0.0161438748562151,0.0221146766007693,0.0092753933030408,-0.0048755577123167,0.0197897925270615,0.0238106330293499,0.0029486702362493,0.0180494122012734,0.0202940339252634,0.0118371346400204,0.0170143769851767,-0.0229819190404409,03-01-02-01-01-02-01.wav,2,0,0
0.0131437032037082,0.0376357583705255,0.0128049784273518,0.0125288478760383,0.0123500942108302,0.008737570376395,0.0438496611940024,0.0055651102157078,0.0057502335222482,0.0029682067651422,0.0021960119602136,0.0055764796290204,0.005594306847876,0.0047802602535847,0.0043119300931212,0.002139030245419,0.0200308703987058,0.0170928192498148,0.0208670029009692,0.0132110178680593,0.0082440268490014,0.012031654353946,0.0136370238700389,-0.0186919234982277,0.0102597292550817,-0.0143839071372625,0.0021204749105282,0.0238044875237352,0.0081313176549411,0.0251635424679086,0.0026184891893305,-0.0030698590177418,0.0158699561601655,0.0245283629703994,0.0044594996230922,0.0185665853938013,0.0208839770806339,0.0127555325650225,0.0155839652025425,-0.0216660219287829,03-01-02-01-02-01-01.wav,2,0,0
0.0125337206301217,0.0099332437884262,0.0129468245448077,0.0125879052903767,0.0122475852663703,0.0073944724269143,0.0125596297176867,0.006284920061074,0.0056886814650638,0.0042222199170901,0.0020076899938018,0.0055879551963525,0.0055776616946835,0.004809794354894,0.0052822007754267,0.0020466028773737,0.0226286653175281,0.0167295384237113,0.0217625087384721,0.0146865547879767,0.0093003362907417,0.012031046670982,0.0133299650966715,-0.0207217665350743,0.0100469698831026,-0.0143557892870949,0.0021153110249209,0.0256413318621584,0.0077300875617547,0.0253087770359349,0.0039284139762782,-0.0058837979331415,0.0152127984964925,0.0214623159932425,0.0036004316596929,0.0163866219165365,0.0126406241978247,0.0212592204348448,0.0196681676203792,-0.0214693895497371,03-01-02-01-02-02-01.wav,2,0,0
0.0120011541832964,0.0096316331639856,0.012208853779197,0.0118276418201522,0.0116874977838135,0.0078034475904886,0.0222966034412493,0.0030657520490338,0.003706366985541,0.0022583264861176,0.0049464273719226,0.0035341189774574,0.0035369060055476,0.0029604627450075,0.0033999069668003,0.0011268388366253,0.0212963468294479,0.0175688222635917,0.0198407479010396,0.0159338358211727,0.0082727105109641,0.0125444051714738,0.0122735056308805,-0.024028019429015,0.008574223613902,-0.0153852057561191,0.0011286712971087,0.0239697754189981,0.0171555593830794,0.0236534272869164,0.0084755220535674,-0.0063513199602628,0.0194347205660278,0.0222921292400342,0.0031194153682693,0.0197553010566846,0.019736505887756,0.0125514436303849,0.014429596952719,-0.0239576586051911,03-01-02-02-01-01-01.wav,2,1,0
0.0127350288934522,0.0117698048966006,0.0128999964585166,0.012459368445489,0.0127394082186687,0.0105933991485184,0.0154567518041112,0.0064947064388408,0.0040937486351778,0.0027526072312924,0.0101399211095804,0.0036616729186378,0.0036552467729558,0.0041655696250539,0.0031558460985252,0.0013079435421126,0.0203746679368283,0.0130389304534087,0.0192713024748079,0.0137951190472648,0.0134472656668177,0.0117431615357641,0.0122200613741412,-0.0240625277722667,0.0106121758176274,-0.0166305196452605,0.0013446941719348,0.025948719426161,0.0115715204482474,0.0233383844194895,0.0057444171126735,-0.0029458827268794,0.0190755027295444,0.0201159233581795,0.0042573722739174,0.0182699394651539,0.0218804717575778,0.0100343518384481,0.0141427984187945,-0.0235997189008867,03-01-02-02-01-02-01.wav,2,1,0
